# --------------------------------------------------------------------------------													
# 													
# Copyright (c) 2000-2020. All rights reserved													
# 													
# Time Period In Log (days.hh:mm:ss): 0.06:29:50													
# 													
# Number of log entries: 1000													
# 													
# --------------------------------------------------------------------------------													
SessionName (JobName)	SessionVersion	RunName	RunNumber	TimestampLocal	TimestampUtc	EventSource	FileNumber	NumberOfSamples	NumberOfChannels	FileSizeBytes	TimeBreak	EventMessage	CreateDT
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 13:59	23-06-2020 8:59	AcquisitionSystem	44	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0044_S20200623_145524.686+0500_0000.sgy	23-06-2020 9:12
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 13:59	23-06-2020 8:59	AcquisitionSystem	45	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0045_S20200623_145539.686+0500_0000.sgy	23-06-2020 9:13
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 13:59	23-06-2020 8:59	AcquisitionSystem	46	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0046_S20200623_145554.686+0500_0000.sgy	23-06-2020 9:13
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 13:59	23-06-2020 8:59	AcquisitionSystem	47	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0047_S20200623_145609.686+0500_0000.sgy	23-06-2020 9:13
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:00	23-06-2020 9:00	AcquisitionSystem	48	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0048_S20200623_145624.686+0500_0000.sgy	23-06-2020 9:13
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:00	23-06-2020 9:00	AcquisitionSystem	49	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0049_S20200623_145639.686+0500_0000.sgy	23-06-2020 9:14
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:00	23-06-2020 9:00	AcquisitionSystem	50	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0050_S20200623_145654.686+0500_0000.sgy	23-06-2020 9:14
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:00	23-06-2020 9:00	AcquisitionSystem	51	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0051_S20200623_145709.686+0500_0000.sgy	23-06-2020 9:14
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:01	23-06-2020 9:01	User						Fluid 1 rate 17 l/min	23-06-2020 9:14
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:01	23-06-2020 9:01	AcquisitionSystem	52	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0052_S20200623_145724.686+0500_0000.sgy	23-06-2020 9:14
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:01	23-06-2020 9:01	AcquisitionSystem	53	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0053_S20200623_145739.686+0500_0000.sgy	23-06-2020 9:15
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:01	23-06-2020 9:01	AcquisitionSystem	54	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0054_S20200623_145754.686+0500_0000.sgy	23-06-2020 9:15
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:01	23-06-2020 9:01	AcquisitionSystem	55	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0055_S20200623_145809.686+0500_0000.sgy	23-06-2020 9:15
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:02	23-06-2020 9:02	AcquisitionSystem	56	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0056_S20200623_145824.686+0500_0000.sgy	23-06-2020 9:15
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:02	23-06-2020 9:02	AcquisitionSystem	57	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0057_S20200623_145839.686+0500_0000.sgy	23-06-2020 9:16
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:02	23-06-2020 9:02	AcquisitionSystem	58	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0058_S20200623_145854.686+0500_0000.sgy	23-06-2020 9:16
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:02	23-06-2020 9:02	AcquisitionSystem	59	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0059_S20200623_145909.686+0500_0000.sgy	23-06-2020 9:16
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:03	23-06-2020 9:03	AcquisitionSystem	60	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0060_S20200623_145924.686+0500_0000.sgy	23-06-2020 9:16
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:03	23-06-2020 9:03	User						Fluid 1 rate 19 l/min	23-06-2020 9:16
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:03	23-06-2020 9:03	AcquisitionSystem	61	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0061_S20200623_145939.686+0500_0000.sgy	23-06-2020 9:17
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:03	23-06-2020 9:03	AcquisitionSystem	62	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0062_S20200623_145954.686+0500_0000.sgy	23-06-2020 9:17
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:03	23-06-2020 9:03	User						Stopped	23-06-2020 9:17
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:03	23-06-2020 9:03	AcquisitionSystem	63	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0063_S20200623_150009.686+0500_0000.sgy	23-06-2020 9:17
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:04	23-06-2020 9:04	AcquisitionSystem	64	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0064_S20200623_150024.686+0500_0000.sgy	23-06-2020 9:17
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:04	23-06-2020 9:04	AcquisitionSystem	65	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0065_S20200623_150039.686+0500_0000.sgy	23-06-2020 9:18
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:04	23-06-2020 9:04	AcquisitionSystem	66	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0066_S20200623_150054.686+0500_0000.sgy	23-06-2020 9:18
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:04	23-06-2020 9:04	AcquisitionSystem	67	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0067_S20200623_150109.686+0500_0000.sgy	23-06-2020 9:18
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:05	23-06-2020 9:05	AcquisitionSystem	68	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0068_S20200623_150124.686+0500_0000.sgy	23-06-2020 9:18
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	8	23-06-2020 14:05	23-06-2020 9:05	AcquisitionSystem	69	150000	148	88839120		Inflow_1.5cP_WC0_run1_008_F0069_S20200623_150139.686+0500_0000.sgy	23-06-2020 9:19
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:49	23-06-2020 9:49	AcquisitionSystem						Acquisition Started (Continuous Mode): Run Name 'Inflow_1.5cP_WC0_run1': Run Number 9	23-06-2020 10:03
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:49	23-06-2020 9:49	AcquisitionSystem	70	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0070_S20200623_150124.686+0500_0000.sgy	23-06-2020 10:03
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:50	23-06-2020 9:50	AcquisitionSystem	70	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0070_S20200623_154628.686+0500_0000.sgy	23-06-2020 10:03
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:50	23-06-2020 9:50	User						Exxol 1.5 cP rate WC=25% 5 l/min	23-06-2020 10:04
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:50	23-06-2020 9:50	AcquisitionSystem	71	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0071_S20200623_154643.686+0500_0000.sgy	23-06-2020 10:04
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:50	23-06-2020 9:50	AcquisitionSystem	72	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0072_S20200623_154658.686+0500_0000.sgy	23-06-2020 10:04
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:50	23-06-2020 9:50	AcquisitionSystem	73	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0073_S20200623_154713.686+0500_0000.sgy	23-06-2020 10:04
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:51	23-06-2020 9:51	AcquisitionSystem	74	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0074_S20200623_154728.686+0500_0000.sgy	23-06-2020 10:04
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:51	23-06-2020 9:51	AcquisitionSystem	75	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0075_S20200623_154743.686+0500_0000.sgy	23-06-2020 10:05
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:51	23-06-2020 9:51	AcquisitionSystem	76	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0076_S20200623_154758.686+0500_0000.sgy	23-06-2020 10:05
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:51	23-06-2020 9:51	AcquisitionSystem	77	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0077_S20200623_154813.686+0500_0000.sgy	23-06-2020 10:05
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:52	23-06-2020 9:52	AcquisitionSystem	78	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0078_S20200623_154828.686+0500_0000.sgy	23-06-2020 10:05
Lab_Inflow	8	Inflow_1.5cP_WC0_run1	9	23-06-2020 14:52	23-06-2020 9:52	AcquisitionSystem	79	150000	148	88839120		Inflow_1.5cP_WC0_run1_009_F0079_S20200623_154843.686+0500_0000.sgy	23-06-2020 10:06
